Document,Topic,Pos dataset 10K (starting from 0)
"le premier épisode de notre émission de témoignages ""contre discours sur les questions de genre"" vient de sortir sur notre chaine ! :speaking_head: alexandra est une personne dite intersexe qui s’oppose à l’idéologie transgenre à qui nous avons déjà donné la parole dans notre…",25,4499
"encourager le caractère doux de son enfant sans le pousser à être ""trop sage"", voilà la recommandation de cette chronique de parents.",11,4500
"quelle est la valeur de l’amitié pour un enfant ? comment l’aider à vivre en « bonne amitié » avec les autres et à dédramatiser les éventuelles déceptions ? entretien avec geneviève de taisne, psychanalyste.",11,4516
"les femmes vivent plus longtemps que les hommes, et la science semble enfin avoir trouvé pourquoi",5,4552
"dites rima hassan, vous en êtes où de votre combat pour les droits des lgbt à gaza ? êtes-vous en contact avec le ministère des minorités sexuelles du hamas pour parler pma et gpa ? a quand une délégation de lfistes à gaza pour parler mariage homosexuel ? votre…",89,4564
et qui pense à ces petits bébés privés des bras de leur maman ? quelle tragédie !,11,4571
"marseille le 15 juin, les habitants du 12eme arrondissement réveillés au son du muezzin pour la fête de l'aïd : bonne mère !",91,4587
motus et bouches cousues du et jeunes filles otages battues : « on va vous mettre enceintes » mépris et dégoût pour ces bouches d’égouts .,11,4589
mineurs transgenres : que sont les bloqueurs de puberté ?,25,4590
"le natalisme, l'idéologie qui monte, qui monte, en occident ! enfin :baby::baby::baby:",11,4641
"si vous ne vous voyez pas vous-même comme sa meilleure option, comment le pourrait-elle ? la condition sine qua none à la fidélité d'une femme, c'est sa certitude absolue que vous êtes irremplaçable. devenez cet homme-là et agissez comme lui.",5,4643
"avec le , défendez les droits de l'enfant, notamment celui ""dans la mesure du possible, de connaître son père et sa mère et d'être élevé par eux"" (cide, art. 6). merci d'avance de votre don sur",11,4658
ça vire à la blague.,124,4696
"après l'enseignante, voici l'avocate. en écosse, dire que ces personnes ne sont pas des femmes pourra désormais être considéré comme un ""crime haineux"". voilà pourquoi il faut lire transmania",25,4698
à mourir de rire !,124,4701
"marie cau, maire transgenre, me traite de nazi, car je dis qu’il existe 2 sexes et qu’une femme est une femelle adulte humaine, ce qu’il ne sera jamais. cet homme m’a attaqué en justice pour « appel à la haine » avec des assos lgbt car j’ai dit qu’il est un homme transféminin, et…",25,4708
"la gpa est un contrat en vue de la conception, de la gestation, de l’abandon et de la remise d’un enfant par une femme à des commanditaires. c'est un véritable trafic d'êtres humains qu'il faut condamner fermement et interdire. :raised_fist: mobilisons-nous tous jeudi 16 novembre à paris",61,4715
":red_circle: appelle à un engagement international pour interdire la gpa. ""le respect de la vie, de chaque vie humaine, à commencer par celle de l'enfant à naître dans le ventre de la mère, ne peut être supprimé ou devenir objet de commercialisation.""",61,4752
29 % des enfants vivant dans des familles monoparentales se trouvent sous le seuil de pauvreté. 550 professionnels de la relation conjugale en appellent à une politique publique pour accompagner les couples en crise et prévenir les ruptures familiales.,11,4766
"nous n’utilisons pas le mauvais genre, mais le bon sexe. la réalité biologique n’est pas une atteinte à la dignité de qui que ce soit. c’est la réalité, c’est tout, sur lequel vient s’appliquer chirurgies et prises d’hormones : technologies et artifices pour simulacres. il est…",5,4770
"plus que d'une ""journée internationale"", les femmes ont besoin d'une vraie réflexion, compréhension, prise en compte de qui elles sont. sans confusion avec les hommes, au contraire du militantisme woke. lsf vous invite à donner votre avis sur la femme :backhand_index_pointing_down:",5,4778
"si votre unique but dans la vie est de conquérir une femme, vous n’en séduirez aucune. développez de l’ambition et donnez vous les moyens de vos objectifs ou elle vous quittera pour un autre.",5,4785
"les femmes modernes exigent que l’homme leur paye tout et soit un pourvoyeur dans la relation. un retour à la tradition ? non. il doit juste entretenir le train de vie instagrammable de femmes au bodycount explosé, refaites de partout. la galanterie est un piège en 2024.",5,4790
"cher paul b. preciado, n'es-tu pas censé être devenu un homme ? si c'est le cas, le féminisme ne devrait plus être ton affaire. ne connais-tu pas l'adage du néoféminisme qui dit que les femmes ne prennent plus de leçons des ""vieux hommes blancs""? :rolling_on_the_floor_laughing: paul, tu admets donc ici…",5,4821
"offrez-lui une relation parfaitement sécurisée où tous ses désirs seront comblés, et elle vous trompera en retour. apprenez à maintenir un sage déséquilibre dans la relation.",5,4823
épouser un personnage d’animé serait-il devenu plus réaliste pour le japonais moyen que de se trouver une femme ?,5,4868
"n'écoutant que lui-même, veut réformer le congé parental et le raccourcir (de 3 années actuellement à 6 mois en 2025) contre l'avis-même des parents inquiets qui souhaitent s’arrêter plus longtemps pour s'occuper de leur enfant.",11,4896
faut voter pour qui si on veut protéger nos enfants?:sports_medal:,11,4921
"le pré requis pour être une femme trans c’est d’être un homme. le pré requis pour être un homme trans c’est d’être une femme. et le pré requis pour être sandrine rousseau, c’est d’être une suiveuse pas très futée qui est en train de dégoûter toutes les femmes à gauche qui ont…",25,4997
"si vous en êtes à devoir menacer du pire pour dissuader votre femme de vous quitter, je vous suggère la rubrique ""hommes-femmes mode d'emploi"" de ma bibliothèque de séminaires. d'urgence.",5,4999
"bonne fête des mères, mesdames !",91,5073
"en plein discours de politique générale, alors que le pays flambe, s'émeut de pouvoir affirmer son homosexualité à la tribune de l'assemblée nationale. le problème avec ces militants, c'est que leur idéologie dominera toujours leur intelligence. pendant que des",89,5102
"dès que les gens refusent le prosélytisme du gender, on les taxe d'""ultra-droite"", ""transphobes"", et maintenant ""drag-phobes"", dernier concept inventé par ! une méthode éculée, vue et revue qui tente en vain de museler ceux qui se soucient des enfants.",25,5108
"ne lui dites pas tout ce que vous faites. ne lui dites pas tout ce que vous pensez. ne lui dites pas tout ce que vous êtes. laissez-la en rêver pour vous, car l'imagination est le moteur de son désir.",5,5161
le « front populaire » réinvestit adrien quatennens malgré sa condamnation pour violences conjugales. c’est un jour de deuil pour les femmes attachées à leurs droits et à leurs libertés : il ne devrait y avoir aucune tolérance morale et politique pour ces comportements violents.,5,5168
"elle est drôle, cette dame.",124,5196
"la vision de la maternité idéale selon les féministes. ça fait rêver hein ? il n’a jamais été question d’égalité, mais de revanche contre l’homme.",5,5212
":red_heart: bonne fête papa :red_heart: votre père est unique. son amour, ses encouragements et son admiration sont irremplaçables pour vous, même s'il a bien sûr des défauts. grâce à lui, vous êtes ce que vous êtes ! sachons le dire, remercier et fêter notre père !",91,5274
"dear , acheter un enfant, le priver de sa mère toute sa vie, lui inventer une filiation, c'est inhumain. il n'y a pas d'amour à vouloir arracher un enfant des bras de sa mère : le bébé et elle ont tout partagé pendant 9 mois, là est la vraie relation d'amour. gpa",11,5287
"leur ex patron edwy plenel avait déjà montré toute son ""humanité"" en nous invitant à nous préoccuper de l'enfance des frères kouachi mediapart",11,5295
"la famille, c’est aussi bien le foyer qui réunit un couple ou des parents avec leurs enfants que le lien indéfectible qui les unit. en cette semainedelafamille, défendons la famille, soutenons son syndicat :backhand_index_pointing_down:",11,5363
"les droits des femmes sont plus forts que jamais, mais leurs résultats nous montrent que toutes les luttes ne sont pas forcément bonnes à mener. journeedesdroitsdesfemmes",5,5365
"""dans les discours autour de la gpa, on a l’impression qu’il s’agit d’une dette dont les femmes doivent s’acquitter. on parle de dons, et c’est toujours ce qui est attendu des femmes.""",5,5376
"en explorant la transition de genre en sens inverse, le regret des personnes trans d'avoir changé de genre et qui, finalement, ont voulu revenir à leur sexe d'origine, cette chronique interroge à la fois la transphobie et la dysphorie.",25,5409
"parfois, des gens me disent que je ne devrais pas me plaindre de la difficulté de ce que je vis car j'ai ""choisi ce combat contre le transgenrisme"" et j'ai envie de leur dire que non. non, je n'ai rien choisi du tout. c'est plutôt ce sujet qui m'a choisi. il y a eu plusieurs…",25,5445
vous dites vouloir travailler main dans la main avec les associations. rencontrons-nous ! nous avons beaucoup de propositions pour faciliter la vie des familles et reconstruire une politique familiale ambitieuse : :notebook_with_decorative_cover:,11,5484
"cher , expliquez-nous le lien entre sexualité et commerce de meubles ?! cet affichage idéologique n'a pour but que de faire le buzz. boycottikea",89,5525
"ludovine de la rochère : ""la dignité de la femme fait qu'on ne peut pas l'utiliser. la gpa est une aliénation de la femme et de l'enfant qui a conduit à un trafic international d'êtres humains, avec des flux dans le monde. ce marché représente 14 milliards de dollars.""",61,5535
"la confiance en soi se construit, elle prépare l’enfant à mieux encaisser échecs et brimades, relativiser ses peurs et avancer avec optimisme. quelques clés pour la favoriser.",11,5581
"de la natalité à la santé, de l’éducation à l’emploi, du mariage au logement, de l’attractivité des territoires à la justice, la famille est un maillon essentiel. vous êtes ministre des familles, nous sommes le syndicat de la famille, rencontrons-nous !",11,5601
"émouvante visite de la maison natale de jeanne d’arc à domrémy-la-pucelle. c’est ici, à l’été 1425, qu’elle entendit pour la première fois les voix qui la guidèrent jusqu’à orléans. 1mai2024",118,5708
"la réalité de ce que vous vivez, je la connais depuis longtemps. si la situation ne change pas, vous serez condamnés à voir vos enfants partir ailleurs, loin de leurs parents, de leurs grands-parents, de leurs aïeux. tout cela est insupportable et inadmissible !",11,5709
"la gpa, pratique hautement sexiste et obscurantiste, est une des plus grandes hontes de ce début de siècle. l'intégralité de l'intervention de ludo à helsinki :",61,5716
"les hommes aiment quand les femmes sont pures, les femmes aiment quand les hommes ont de l’expérience. le féminisme aura beau s’acharner, il ne changera jamais cette réalité biologique immuable.",5,5720
politique : quel bilan pour les femmes ?,5,5725
"l'abandon de bébé tarifé est une formidable avancée pour les femmes à barbe, les hommes à hommes, et tous ceux qui ont plus d'argent que de morale.",11,5742
"communiqué &gt; urgence d'un plan national pour les mères de famille ! la fête des mères nous rappelle la place unique des mamans pour leurs enfants, tout au long de leur vie. lsf réclame des mesures concrètes pour améliorer la condition maternelle :backhand_index_pointing_down:",11,5745
":dna::baby_light_skin_tone: avec l'équipe d'adn ( et ), nous nous sommes attaqués à un sujet essentiel : la baisse de la natalité en occident… et dans le monde entier ! :play_button: nous avons eu le plaisir d'accueillir qui a pu développer en",11,5792
"cacher ou brûler transmania est devenu, dans certains milieux militants et chez les adolescents, un badge de coolitude. ça fait bien de montrer à son entourage qu’on s’en prend à ce livre. après ça on est « validé ». je crois que beaucoup d’adultes d’un certain âge ne s’en…",25,5797
"""on ne peut pas reprocher à un croyant d'être homophobe si sa religion le lui commande"", affirme une candidate lfi/front populaire d'ile-de-france...ce n’est que le début ! :stop_sign: cette coalition de gamelards et de trotskards est le pire pour l’avenir du pays !",89,5809
"européennes2024 &gt; le principe de subsidiarité en matière de droit de la famille s’impose à l’union européenne du fait des traités établissant ses compétences et celles des états membres. dans les faits, cette répartition n’est pas toujours respectée. :link:",61,5815
"le tribunal arbitral du sport a tranché : non, une femme n'est pas un homme comme un autre. l'instance se félicite de sa décision : « une avancée majeure dans nos efforts pour protéger le sport féminin. »",5,5847
"ma maman a eu 9 enfants, elle n’a jamais reproché à mon père de ne pas l’aider à faire le ménage. cette femme a un enfant à charge. arrêtez de dire qu’elle est débordée, c’est faux. surtout : rien ne justifie ce manque de respect envers son mari.",11,5868
"vous voulez vraiment interdire la gpa, ? alors finis les salons et réunions organisés par les agences de gpa, finies les pub hébergées par ! faites respecter l’interdiction légale de la gpa en france, y compris sa promotion et la tentative d’entremise",61,5895
"la société moderne et féministe passe son temps à diffuser des mensonges mortifères sur la nature des femmes, et enferme ainsi des légions d’hommes dans le célibat. il est temps de détruire ces mensonges une bonne fois pour toutes :collision::right_arrow_curving_down:",5,5903
"si elle se plaint d'un autre homme auprès de vous, méfiez-vous. c'est sa manière de vous dire qu'il lui plait. vous êtes dans la friendzone.",5,5906
":open_book::magnifying_glass_tilted_left: depuis plusieurs années, des jeunes femmes s’organisent pour défendre des valeurs opposées aux revendications des féministes de gauche. cc",5,6029
"dans un sens, je me réjouis que de moins en moins de gens se marient. pourquoi ? parce que de moins en moins de femmes méritent d’être épousées. cela voudra donc dire que les hommes s’en sont rendu compte, et font très attention à ne pas s’engager avec la mauvaise partenaire.",5,6032
de rien. :heart_suit::baby::baby::baby:,11,6052
le déni est un mécanisme du cerveau qui permet aux individus de se protéger face à une réalité qui serait trop douloureuse pour eux. vous comprenez maintenant pourquoi les femmes modernes et les hommes féminisés sont aussi virulents envers mes propos.,5,6089
"en mémoire de dominique lunel, femme de combats",118,6093
et si nous apprenions à nos enfants à être humains pour de vrai ? des repères pour ouvrir leur cœur aux plus fragiles.,11,6094
"chère , si vous voulez ""aider véritablement les familles, proposer deux types de congé parental serait à l’avantage des parents, des enfants, et même des finances publiques."" communiqué congeparental",11,6124
"ivgdanslaconstitution / le vrai problème des femmes reste la liberté d'aller et venir, sans être violées par des oqtf. la chrétienté a inventé un monde où la femme peut circuler librement, un monde sans excision et crime d'honneur, où la femme vaut un homme, et pas sa moitié.",5,6164
"., pour faciliter l'exercice de l'autorité parentale. nous vous proposons 4 mesures à prendre d'urgence :",11,6193
"dans un rapport sur la transidentité, des sénateurs lr menés par la sénatrice du val-d'oise jacqueline eustache-brinio ont soulevé la prégnance de l'idéologie et de l'activisme trans dans les hautes sphères de l'état : tiens donc !",25,6206
je souhaite une excellente fête à toutes les mamans de france !,91,6213
"l’affaire madame : le livre censé débunker la rumeur sur brigitte macron n’y parvient pas la journaliste emmanuelle anizon a récemment publié un livre intitulé ""l'affaire madame"", dans lequel elle tente de démystifier les rumeurs qui entourent ""l'épouse""",118,6215
ne faites jamais en sorte qu’une femme moderne s’ennuie. c’est le moment où elle commencera à réfléchir à vous tromper.,5,6221
"la famille est largement méprisée de nos dirigeants depuis des années et ce premier lieu d'éducation est ignoré. si on veut traiter le problème des mineurs délinquants, qui n'ont aucune connaissance des limites, peut-être faut-il revaloriser le rôle des parents ?",11,6228
":television: kylian mbappé affirme qu'il n'a « pas envie de représenter un pays qui ne correspond pas à mes valeurs ». il a joué 6 ans au psg, club dirigé par des qataris, pays où l'homosexualité est illégale, où la préférence nationale s'applique et qui n'admet que 50 naturalisations/an.",89,6237
"les femmes ne veulent pas être soumises aux hommes, les femmes veulent se soumettre à l’homme qu’elles choisiront. cette nuance est fondamentale.",5,6294
"je remercie corinne maier, auteur du livre « no kid, quarante raisons de ne pas avoir d’enfant » de m’avoir félicitée pour mes 7 enfants. elle s’en voulait d’avoir pu blesser les mères de famille nombreuse par ses méchantes railleries. c’était important pour elle de faire amende…",11,6340
"correction à l'article. rowling n'est pas en guerre contre les personnes transgenres mais contre la version extrémiste de l'idéologie trans. ce n'est pas la même chose. pour le reste, nous vivons dans un monde néo-soviétique où le rappel des évidences biologiques et anatomiques…",25,6343
les familles monoparentales une bombe sociale à retardement.,11,6377
nouveaufrontpopulaire : « nous ferons le changement d'état civil des personnes transgenres sur simple déclaration ». mais qui veut ça en fait ?,25,6378
"marlène schiappa, tacle adrien quatennens qui dit compter sur les féministes : «lfi ce sont ceux qui parlent le plus des droits des femmes et qui en font le moins», 180minutesinfo",5,6393
obtenir l’autorisation d’instruire ses enfants à la maison est devenu un parcours du combattant depuis l’adoption de la loi séparatisme en 2021.,11,6394
retraite complémentaire agirc-arrco : voici le bonus temporaire dont vous pouvez bénéficier si vous avez un enfant à charge,11,6395
étrange que l’on entende si peu les féministes de gauche et leurs associations sur le sujet de ces adolescentes prostituées de force.,5,6429
"ayant embrassé le métier d’aesh (accompagnant d’élèves en situation de handicap), des femmes expliquent pourquoi elles l’ont choisi.",5,6513
fetesdesmeres : bonne fête à toutes les mamans ! :red_heart: lafuria furia tpmp,91,6541
"cher , voici ce qui se passe à deux pas de chez nous, en grèce. ne l'oublions pas, la gpa n'est rien d'autre qu'un sordide business sur la vie d'êtres humains. avis aux militants de l'esclavagisme et du trafic d'enfants...",61,6564
"la valeur d'une femme est liée à sa beauté et sa pureté. plus elle vieillit et plus elle enchaîne les partenaires, plus sa valeur décroît. pour résumer : une tchoin onlyfans ne vaut rien à 35 ans.",5,6607
"les filles qui se disent féministes, modernes et indépendantes, ça vous dérange pas trop d’exiger que les hommes soient galants avec vous ? en fait, pour vous, l’égalité s’arrête au moment où l’addition arrive :face_with_tears_of_joy:",5,6665
"c’est amusant, les filles qui me détestent se sentent en réalité souvent visées par mes propos :eyes: p.s : se prétendre ""de droite"" et soutenir rachida dati qui présente ses vœux au musée de l'immigration ?!",5,6680
très bonne fête à toutes les mamans de france ! :red_heart:,91,6689
"aucune intimidation judiciaire ne me fera taire. je resterai du côté de la vérité, du réel et du refus de l’effacement des femmes.",5,6721
"ce n'est pas une question de haine, on peut ne pas applaudir l'abandon de bébés. et moins encore ceux qui participent à en faire un commerce institutionnalisé. la ""demande"" et le ""besoin"" des uns ne justifie pas ce qu'on fait à ces enfants.",11,6767
souviens-toi qu'elle a sûrement déjà couché avec des hommes bien plus laids que toi. alors ne sois jamais intimidé par une jolie fille.,5,6774
"en france, près d'un homme sur 2 serait prêt à coucher avec un robot. :robot: utérus artificiels, sex dolls… la sex tech semble tout faire pour que les hommes n’aient plus besoin de vraies femmes. seraient-elles devenues… inutiles ? réponse en vidéo :right_arrow_curving_down:",5,6849
valérie hayer a-t-elle des enfants ?,11,6869
"on ne peut qu'être d'accord, mais c'est encore pire que ce que pense ce chroniqueur : la circulaire recommande que les élèves qui se sentent trans utilisent les vestiaires de l'autre sexe. nier et piétiner la si riche différence et complémentarité :male_sign:/:female_sign:, c'est non !",25,6890
comment savoir si c’est une fille bien ? les enfants sont à l’aise avec elle et elle est à l’aise avec les enfants.,11,6894
"les femmes modernes croient toujours au prince charmant. mais il n’a plus rien à voir avec celui des contes de fées. est-ce que vous faites partie des 0,3 % qui représentent leur homme idéal ? pourquoi les femmes sont devenues si capricieuses ? :right_arrow_curving_down:",5,6941
"une femme peut penser que vous êtes un connard et pourtant être attirée par vous. une femme peut penser que vous êtes “l’homme parfait” pour elle, et pourtant vous friendzoner. ce qu’une femme pense de vous importe peu. ce qui compte, c’est ce qu’elle ressent avec vous.",5,6968
":family_woman_boy:ce matin à marmande afin d’échanger avec madame cornaggia, présidente de sos accueil mamans enfants. créée en 2018, cette association a pour objectif de soutenir les femmes victimes de violences conjugales ou intrafamiliales.",11,7095
"une femme de 27 ans s'identifiant à un homme donne naissance à un enfant. où est le scoop ? mais qui pense à l'enfant qui devra appeler sa mère ""papa"" ?",11,7113
il peut être compliqué de protéger les enfants face à l’information parfois anxiogène et les images en trop-plein. voici des clés pour instaurer un dialogue sain en famille face aux actus de toutes sortes.,11,7132
comment la macronie détruit le sport français avec l'homosexualisme les dirigeants de notre pays considèrent que les footballeurs doivent faire la promotion de l’homosexualité parce qu’il seraient essentiellement homophobes. égalité et réconciliation,89,7171
"s’entretenir très bien, mais autant de muscles sur une femme, c’est franchement hideux. vous n’arriverez jamais à me faire dire qu’un homme qui sortirait avec une femme aussi musclée ne serait pas à minima bi-curieux.",5,7172
"témoignage d'une mère porteuse : ""pendant 9 mois je porte cet enfant qui est le mien. pendant 9 mois nous allons tisser des liens merveilleux. mais il sera finalement livré à ses commanditaires. je suis une femme aliénée, une femme qu’on ne veut pas voir, invisibilisée."" gpa",11,7190
":woman_light_skin_tone::red_heart: elles sont sur tous les fronts, elles sont merveilleuses de patience et de courage, elles assurent le présent en préparant l’avenir, elles méritent le respect et l’admiration de la nation. bonne fête à toutes les mères de france ! fêtedesmères",91,7215
":owl: l' vous invite à vous rendre aujourd'hui au colloque consacré à la figure altière d'henri vincenot. imaginé par un stagiaire de la promotion wagner, cette journée organisée par est un événement salutaire pour rendre hommage à ce chantre de la…",91,7244
"cette chronique se penche avec tendresse et admiration sur le métier de parents, et particulièrement l'amour gratuit et désintéressé des parents d'enfants handicapés.",11,7248
notre livre n'est pas transphobe : en aucun cas il ne prône la haine de l'autre et des personnes trans. c'est une enquête sourcée notamment sur les bloqueurs de puberté et sur certains acteurs qui poussent les transitions de genre et en font des profits.,25,7262
"les femmes modernes gâchent leur vingtaine en enchaînant les coups d’un soir et les cuites en boîte de nuit, et s’étonnent ensuite quand l’homme de valeur dont elles sont amoureuses ne les voit que comme des objets sexuels et refuse de s’engager. on obtient ce que l’on mérite.",5,7300
"des femmes en garde à vue pour avoir déployé une banderole. quoiqu'on pense du message, c'est révoltant.",5,7330
que les riches puissent acheter les enfants des pauvres devrait choquer toute la gauche. la gpa est une substitution de maternité au moyen d’un contrat. cette abstraction juridique n’enlèvera jamais le fait naturel incompressible : chaque enfant a une mère. et la gpa lui vole.,61,7380
qui vous dit que c’est une femme ?,5,7389
"messieurs, si votre femme grossit énormément et refuse de se mettre au sport, la quittez-vous ?",5,7405
c’est toute la famille glücksmann qui gagne â être connue. on y trouve beaucoup de personnels de l’otan.,11,7415
"à quoi ressemble une famille heureuse ? dans son livre, une famille qui s'aime, gary chapman en dégage cinq caractéristiques, sans prétendre à la recette miracle. morceaux choisis.",11,7423
"plus elle a connu d’hommes, moins ses yeux brillent et s’émerveillent du monde. ils ont perdu leur étincelle.",5,7426
"retrouvez l'intégralité de l'intervention de ludo à helsinki pour le séminaire ""family is the future"": elle y a expliqué et dénoncé tout ce qui nous a amené à une telle déconstruction de la famille. l'intégrale est là :",11,7436
"les transgenristes-queers-féministes intersectionelles- gauchistes du wokistan- trucmuche chose- n’ont pas l’air d’avoir très bien saisi ma psychologie. ils pensent que plus ils vont hurler, me harceler, me menacer, me canceller, plus je risque de finir par me taire. c’est tout…",25,7451
"pour la porte-parole du , s'inquiéter de l'absence de mère relèverait donc de l'homophobie. quitte à justifier une pratique inhumaine où la mère est invisibilisée et l'enfant, objet d'un contrat ! où sont les féministes ?",5,7453
"rachida dati préfère les femmes à l'usine, payées au smic pour emballer du saumon toute la journée.",5,7502
"si les organes sexuels ne définissent pas le genre, en quoi les transexuels ont-ils besoin de se les mutiler pour s’affirmer dans leur nouvelle identité ? complètement malades.",25,7532
"la virginité féminine est un cadeau, la virginité masculine est un boulet. je ne fais pas les règles.",5,7575
"""selon bumble, 91 % des femmes préfèrent la nouvelle fonctionnalité où elles n’ont pas à faire le premier pas...""",5,7600
"si elle vous aime vraiment, elle :backhand_index_pointing_down_light_skin_tone: - mettra son instagram en privé - instaurera de la distance avec ses « amis » masculins - ne postera pas de photo en maillot de bain sur les réseaux sociaux. si vous avez besoin de lui demander pour qu’elle le fasse… partez ! :man_gesturing_no_light_skin_tone::cross_mark:",5,7649
"ces femmes vivent leur consécration au cœur du monde. longtemps mal comprise, leur vocation ressurgit comme un signe des temps.",5,7698
"voyez-la comme une fille banale. à contrario si vous la traitez comme spéciale et unique, elle se désintéressera de vous, car cela traduit que vous avez peu d'options. et quelle femme désirerait un homme que les autres femmes ne regardent pas ?",5,7705
"plus que gênante, cette femme est douloureuse à voir et à entendre. ils ne sont même plus capables de nous fabriquer des escrocs un brin talentueux et crédibles dans leur rôle.",5,7717
"conseil simple pour les femmes : s'il n'a aucun potentiel pour devenir le père de vos enfants, ne couchez pas avec lui. merci, au revoir.",11,7761
"cette journée du 8 mars nous rappelle que les droits des femmes que l’on croyait définitivement acquis sont chaque jour remis en cause. face à l’avancée du multiculturalisme qui attente à leurs libertés, nous devons réimposer partout et à tous nos valeurs de civilisation.",5,7832
ia: les hommes sont-ils en passe de devenir… obsolètes?,5,7925
"[l'invitée] « la sororité n'existe pas entre les femmes politiques » - par christinekelly dans son dernier livre, à travers 30 portraits, christine kelly se demande ce qui caractérise une femme politique.",5,7990
c’est une (mauvaise) plaisanterie ?,124,8030
"ce n'est qu'un début. ce livre frontal est un danger mortel pour l'idéologie transgenre, qui se défendra en conséquence, en premier lieu par l'intimidation, la censure et l'injure. soutenez et lisez transmania et passez le message",25,8101
"la gay pride de maspalomas a tourné à l'orgie dans les jardins publics, suscitant l'indignation des riverains et des parents qui ont amené leurs enfants pour les sensibiliser contre l'homophobie : alors que les associations lgbt sont censées combattre",89,8107
"une militante féministe choquée par la présence de scouts à la gare montparnasse - par arnaud florac pélerinagedechartres scouts montparnasse révulsez-vous devant la croix, mais n'oubliez pas de rompre le jeûne du ramadan. la gauche ne déçoit jamais...",5,8129
"témoignage rare &amp; poignant d’alexandra, une personne dite intersexe qui s’exprime sans tabous sur : :minus: son parcours de vie ; :minus: sa pathologie ; :minus: son anatomie ; :minus: la réalité de la vaginoplastie ; :minus: les assos trans qui délirent. l’avant-premiere ici :backhand_index_pointing_right:",25,8140
"let's go! dans la continuité de notre livre transmania, avec , nous lançons sur notre chaîne youtube femelliste, une émission de discours dissidents sur les questions de genre. nous avons donné la parole à une dizaine de personnes dont vous n'entendez jamais la…",25,8210
"on parle sans arrêt des droits des femmes, mais quand se mettra-t-on à parler de leurs devoirs ? journeedesdroitsdesfemmes",5,8211
caroline goldman au jdd : « je remarque beaucoup de déséquilibres chez les enfants »,11,8291
"s’enquérir du sort de la mère de ces enfants, c’est « dégueulasse » ? ce n’est pas plutôt invisibiliser cette femme, alors qu’elle les a portés et mis au monde, qui l’est ?",11,8328
le patriarcat d’autrefois se justifiait en partie pour des raisons de division du travail et en grande partie à cause de l’obligation pour les femmes de se mettre sous la protection d’hommes pour éviter la prédation… d’autres hommes. que les jeunes filles ne puissent plus «,5,8336
quel regard sur femmes politiques dans le monde? à suivre dans un instant 10h30 sur ⁦⁩ avec valérie tibet :party_popper:,5,8338
faut-il censurer ceux qui soutiennent qu’un homme ne sera jamais une femme? | jdm,5,8357
"« droits des femmes » par ci, « droits des femmes » par là… bla-bla-bla. j’en ai ma claque des droits des femmes. il n’y a pas de droits sans devoirs. quand est-ce qu’on va enfin se mettre à parler des devoirs des femmes ? bégaiements.",5,8365
elle est quand même bizarre la gay pride cette année.,89,8374
"mon édito d'hier soir sur la persécution politique des féministes ""de droite"".",5,8402
"anne-cecile mailfert, présidente de la fondation des femmes : les femmes qui votent à droite ""préfèrent les violences qui leurs sont familières au risque de celles qui leurs sont étrangères""",5,8422
"certes, il passe des tas d’idées dans la tête des enfants et des tas de rêves, en fonction d’expériences récentes ou de conversations entendues. elles s’évanouissent avec l’âge ou les études. mais en est-il de même pour l’éveil des vocations ?",11,8435
"pr. rené frydman, gynécologue et pionnier du 1er ""bébé éprouvette"" : ""je suis contre la gpa, qui est toujours une commercialisation du corps d'une femme."" a l'heure où certains aimeraient relancer le débat, posons de vrais interdits : la gpa c'est non !",61,8446
révolution woke à cannes : le prix d'interprétation féminine récompense un transgenre ! - par anna morel festivaldecannes karlasofiagascon le groupe rn de la région ile-de-france avait tenté d'annuler les subventions accordées à ce long-métrage.,25,8452
un peu d’humour dans ce monde de planqués…,124,8488
"mathilde panot restera dans l’histoire auprès des grandes figures féminines qui ont sauvé notre pays : - geneviève a étendu les mains et a fait reculer attila et les huns. - la reine mathilde, d’une main agile, a tissé la tapisserie de bayeux. - jeanne d’arc nous a sauvés des",118,8500
la vie des mamans solo ce soir 23h10 sur,91,8540
"quelle réaction de bonne femme ! (je dis ça pour éviter ""l'outrage sexiste"")",5,8578
"faut-il s'attendre au même bordel que devant science po mais cette fois ci devant assas, version trans-queer-néoféministe? omg, i can't wait!",25,8587
"ludo sur objectif gard : ""etre homme ou femme, c'est être différent l'un de l'autre. cette différence est une richesse extraordinaire qui apporte une complémentarité et qui permet de donner la vie.""",5,8607
":television:[ lsf sur ] comment peut on parler de lutter contre les violences faites aux femmes, et quelques minutes plus tard, promouvoir une pratique qui les exploite et les invisibilise ? gpa",5,8621
"sans aller sur le fond de la réflexion qui ne peut être que stupide, il est toujours consternant de constater que des hommes avec toutes leurs pièces attendent qu’on leur donne une émission de télévision ou de radio. en 2024. avec you tube et tous les canaux possibles. un bon…",5,8661
"elire un homme comme plus belle femme, fallait oser ! l'idéologie, ça ose tout... la scandaleuse idéologie trans gagnante du concours. les femmes grandes perdantes, toujours plus invisibilisées.",5,8721
":united_kingdom: ""nous définissons le sexe comme le sexe biologique"". le nhs (système de santé britannique) propose une définition du sexe qui est tout sauf anodine dans le contexte actuel des revendications de genre. c'est évident, mais cela va mieux en le disant !",25,8723
