Document,Topic,pos dataset 10K (starting from 0)
"elle est drôle, cette dame.",gender,5196
"la vision de la maternité idéale selon les féministes. ça fait rêver hein ? il n’a jamais été question d’égalité, mais de revanche contre l’homme.",gender,5212
":red_heart: bonne fête papa :red_heart: votre père est unique. son amour, ses encouragements et son admiration sont irremplaçables pour vous, même s'il a bien sûr des défauts. grâce à lui, vous êtes ce que vous êtes ! sachons le dire, remercier et fêter notre père !",gender,5274
"les droits des femmes sont plus forts que jamais, mais leurs résultats nous montrent que toutes les luttes ne sont pas forcément bonnes à mener. journeedesdroitsdesfemmes",gender,5365
"""dans les discours autour de la gpa, on a l’impression qu’il s’agit d’une dette dont les femmes doivent s’acquitter. on parle de dons, et c’est toujours ce qui est attendu des femmes.""",gender,5376
"en explorant la transition de genre en sens inverse, le regret des personnes trans d'avoir changé de genre et qui, finalement, ont voulu revenir à leur sexe d'origine, cette chronique interroge à la fois la transphobie et la dysphorie.",gender,5409
"parfois, des gens me disent que je ne devrais pas me plaindre de la difficulté de ce que je vis car j'ai ""choisi ce combat contre le transgenrisme"" et j'ai envie de leur dire que non. non, je n'ai rien choisi du tout. c'est plutôt ce sujet qui m'a choisi. il y a eu plusieurs…",gender,5445
"cher , expliquez-nous le lien entre sexualité et commerce de meubles ?! cet affichage idéologique n'a pour but que de faire le buzz. boycottikea",gender,5525
"ludovine de la rochère : ""la dignité de la femme fait qu'on ne peut pas l'utiliser. la gpa est une aliénation de la femme et de l'enfant qui a conduit à un trafic international d'êtres humains, avec des flux dans le monde. ce marché représente 14 milliards de dollars.""",gender,5535
"émouvante visite de la maison natale de jeanne d’arc à domrémy-la-pucelle. c’est ici, à l’été 1425, qu’elle entendit pour la première fois les voix qui la guidèrent jusqu’à orléans. 1mai2024",gender,5708
"la gpa, pratique hautement sexiste et obscurantiste, est une des plus grandes hontes de ce début de siècle. l'intégralité de l'intervention de ludo à helsinki :",gender,5716
"les hommes aiment quand les femmes sont pures, les femmes aiment quand les hommes ont de l’expérience. le féminisme aura beau s’acharner, il ne changera jamais cette réalité biologique immuable.",gender,5720
politique : quel bilan pour les femmes ?,gender,5725
"l'abandon de bébé tarifé est une formidable avancée pour les femmes à barbe, les hommes à hommes, et tous ceux qui ont plus d'argent que de morale.",gender,5742
"cacher ou brûler transmania est devenu, dans certains milieux militants et chez les adolescents, un badge de coolitude. ça fait bien de montrer à son entourage qu’on s’en prend à ce livre. après ça on est « validé ». je crois que beaucoup d’adultes d’un certain âge ne s’en…",gender,5797
"""on ne peut pas reprocher à un croyant d'être homophobe si sa religion le lui commande"", affirme une candidate lfi/front populaire d'ile-de-france...ce n’est que le début ! :stop_sign: cette coalition de gamelards et de trotskards est le pire pour l’avenir du pays !",gender,5809
"européennes2024 &gt; le principe de subsidiarité en matière de droit de la famille s’impose à l’union européenne du fait des traités établissant ses compétences et celles des états membres. dans les faits, cette répartition n’est pas toujours respectée. :link:",gender,5815
"le tribunal arbitral du sport a tranché : non, une femme n'est pas un homme comme un autre. l'instance se félicite de sa décision : « une avancée majeure dans nos efforts pour protéger le sport féminin. »",gender,5847
"les femmes : « comment tu peux dire que les femmes testent les hommes pour voir s’ils sont audacieux thaïs :face_with_symbols_on_mouth: quand on dit non, c’est non ! espèce de malade ! :face_with_steam_from_nose: » aussi les femmes :",gender,5869
"vous voulez vraiment interdire la gpa, ? alors finis les salons et réunions organisés par les agences de gpa, finies les pub hébergées par ! faites respecter l’interdiction légale de la gpa en france, y compris sa promotion et la tentative d’entremise",gender,5895
"la société moderne et féministe passe son temps à diffuser des mensonges mortifères sur la nature des femmes, et enferme ainsi des légions d’hommes dans le célibat. il est temps de détruire ces mensonges une bonne fois pour toutes :collision::right_arrow_curving_down:",gender,5903
"si elle se plaint d'un autre homme auprès de vous, méfiez-vous. c'est sa manière de vous dire qu'il lui plait. vous êtes dans la friendzone.",gender,5906
":open_book::magnifying_glass_tilted_left: depuis plusieurs années, des jeunes femmes s’organisent pour défendre des valeurs opposées aux revendications des féministes de gauche. cc",gender,6029
"dans un sens, je me réjouis que de moins en moins de gens se marient. pourquoi ? parce que de moins en moins de femmes méritent d’être épousées. cela voudra donc dire que les hommes s’en sont rendu compte, et font très attention à ne pas s’engager avec la mauvaise partenaire.",gender,6032
le déni est un mécanisme du cerveau qui permet aux individus de se protéger face à une réalité qui serait trop douloureuse pour eux. vous comprenez maintenant pourquoi les femmes modernes et les hommes féminisés sont aussi virulents envers mes propos.,gender,6089
"en mémoire de dominique lunel, femme de combats",gender,6093
"ivgdanslaconstitution / le vrai problème des femmes reste la liberté d'aller et venir, sans être violées par des oqtf. la chrétienté a inventé un monde où la femme peut circuler librement, un monde sans excision et crime d'honneur, où la femme vaut un homme, et pas sa moitié.",gender,6164
"dans un rapport sur la transidentité, des sénateurs lr menés par la sénatrice du val-d'oise jacqueline eustache-brinio ont soulevé la prégnance de l'idéologie et de l'activisme trans dans les hautes sphères de l'état : tiens donc !",gender,6206
je souhaite une excellente fête à toutes les mamans de france !,gender,6213
"l’affaire madame : le livre censé débunker la rumeur sur brigitte macron n’y parvient pas la journaliste emmanuelle anizon a récemment publié un livre intitulé ""l'affaire madame"", dans lequel elle tente de démystifier les rumeurs qui entourent ""l'épouse""",gender,6215
ne faites jamais en sorte qu’une femme moderne s’ennuie. c’est le moment où elle commencera à réfléchir à vous tromper.,gender,6221
":television: kylian mbappé affirme qu'il n'a « pas envie de représenter un pays qui ne correspond pas à mes valeurs ». il a joué 6 ans au psg, club dirigé par des qataris, pays où l'homosexualité est illégale, où la préférence nationale s'applique et qui n'admet que 50 naturalisations/an.",gender,6237
"les femmes ne veulent pas être soumises aux hommes, les femmes veulent se soumettre à l’homme qu’elles choisiront. cette nuance est fondamentale.",gender,6294
"correction à l'article. rowling n'est pas en guerre contre les personnes transgenres mais contre la version extrémiste de l'idéologie trans. ce n'est pas la même chose. pour le reste, nous vivons dans un monde néo-soviétique où le rappel des évidences biologiques et anatomiques…",gender,6343
nouveaufrontpopulaire : « nous ferons le changement d'état civil des personnes transgenres sur simple déclaration ». mais qui veut ça en fait ?,gender,6378
"marlène schiappa, tacle adrien quatennens qui dit compter sur les féministes : «lfi ce sont ceux qui parlent le plus des droits des femmes et qui en font le moins», 180minutesinfo",gender,6393
étrange que l’on entende si peu les féministes de gauche et leurs associations sur le sujet de ces adolescentes prostituées de force.,gender,6429
"ayant embrassé le métier d’aesh (accompagnant d’élèves en situation de handicap), des femmes expliquent pourquoi elles l’ont choisi.",gender,6513
fetesdesmeres : bonne fête à toutes les mamans ! :red_heart: lafuria furia tpmp,gender,6541
"cher , voici ce qui se passe à deux pas de chez nous, en grèce. ne l'oublions pas, la gpa n'est rien d'autre qu'un sordide business sur la vie d'êtres humains. avis aux militants de l'esclavagisme et du trafic d'enfants...",gender,6564
"la valeur d'une femme est liée à sa beauté et sa pureté. plus elle vieillit et plus elle enchaîne les partenaires, plus sa valeur décroît. pour résumer : une tchoin onlyfans ne vaut rien à 35 ans.",gender,6607
"les filles qui se disent féministes, modernes et indépendantes, ça vous dérange pas trop d’exiger que les hommes soient galants avec vous ? en fait, pour vous, l’égalité s’arrête au moment où l’addition arrive :face_with_tears_of_joy:",gender,6665
"c’est amusant, les filles qui me détestent se sentent en réalité souvent visées par mes propos :eyes: p.s : se prétendre ""de droite"" et soutenir rachida dati qui présente ses vœux au musée de l'immigration ?!",gender,6680
très bonne fête à toutes les mamans de france ! :red_heart:,gender,6689
"aucune intimidation judiciaire ne me fera taire. je resterai du côté de la vérité, du réel et du refus de l’effacement des femmes.",gender,6721
souviens-toi qu'elle a sûrement déjà couché avec des hommes bien plus laids que toi. alors ne sois jamais intimidé par une jolie fille.,gender,6774
"en france, près d'un homme sur 2 serait prêt à coucher avec un robot. :robot: utérus artificiels, sex dolls… la sex tech semble tout faire pour que les hommes n’aient plus besoin de vraies femmes. seraient-elles devenues… inutiles ? réponse en vidéo :right_arrow_curving_down:",gender,6849
"on ne peut qu'être d'accord, mais c'est encore pire que ce que pense ce chroniqueur : la circulaire recommande que les élèves qui se sentent trans utilisent les vestiaires de l'autre sexe. nier et piétiner la si riche différence et complémentarité :male_sign:/:female_sign:, c'est non !",gender,6890
"les femmes modernes croient toujours au prince charmant. mais il n’a plus rien à voir avec celui des contes de fées. est-ce que vous faites partie des 0,3 % qui représentent leur homme idéal ? pourquoi les femmes sont devenues si capricieuses ? :right_arrow_curving_down:",gender,6941
"une femme peut penser que vous êtes un connard et pourtant être attirée par vous. une femme peut penser que vous êtes “l’homme parfait” pour elle, et pourtant vous friendzoner. ce qu’une femme pense de vous importe peu. ce qui compte, c’est ce qu’elle ressent avec vous.",gender,6968
le rôle d’un homme,gender,7013
"législatives : andy kerbra, député lfi sortant de loire-atlantique, annonce que le programme du front populaire intégrera le changement de sexe à l’état civil, sur simple déclaration en mairie, et sans avis médical",gender,7114
comment la macronie détruit le sport français avec l'homosexualisme les dirigeants de notre pays considèrent que les footballeurs doivent faire la promotion de l’homosexualité parce qu’il seraient essentiellement homophobes. égalité et réconciliation,gender,7171
"s’entretenir très bien, mais autant de muscles sur une femme, c’est franchement hideux. vous n’arriverez jamais à me faire dire qu’un homme qui sortirait avec une femme aussi musclée ne serait pas à minima bi-curieux.",gender,7172
"de fait, c’est bien sur le site, tout le monde peut vérifier. bébé garanti deux ans, produit défectueux remplacé…",gender,7173
":woman_light_skin_tone::red_heart: elles sont sur tous les fronts, elles sont merveilleuses de patience et de courage, elles assurent le présent en préparant l’avenir, elles méritent le respect et l’admiration de la nation. bonne fête à toutes les mères de france ! fêtedesmères",gender,7215
":owl: l' vous invite à vous rendre aujourd'hui au colloque consacré à la figure altière d'henri vincenot. imaginé par un stagiaire de la promotion wagner, cette journée organisée par est un événement salutaire pour rendre hommage à ce chantre de la…",gender,7244
notre livre n'est pas transphobe : en aucun cas il ne prône la haine de l'autre et des personnes trans. c'est une enquête sourcée notamment sur les bloqueurs de puberté et sur certains acteurs qui poussent les transitions de genre et en font des profits.,gender,7262
"les femmes modernes gâchent leur vingtaine en enchaînant les coups d’un soir et les cuites en boîte de nuit, et s’étonnent ensuite quand l’homme de valeur dont elles sont amoureuses ne les voit que comme des objets sexuels et refuse de s’engager. on obtient ce que l’on mérite.",gender,7300
"des femmes en garde à vue pour avoir déployé une banderole. quoiqu'on pense du message, c'est révoltant.",gender,7330
quand madame muzna épouse barthe ( rédacteur adjoint au monde chargé du proche orient) poursuivie pour avoir salué le 7/10 défend guiraud et renverse l’histoire . c’est guiraud ( que nous poursuivons) qui a traité de « porc » on est pas rendu .,gender,7366
que les riches puissent acheter les enfants des pauvres devrait choquer toute la gauche. la gpa est une substitution de maternité au moyen d’un contrat. cette abstraction juridique n’enlèvera jamais le fait naturel incompressible : chaque enfant a une mère. et la gpa lui vole.,gender,7380
qui vous dit que c’est une femme ?,gender,7389
"comparer le don du sang à l'abandon de bébé facturé. dysphorie de réalité, ça existe ? ps. oui je donne mon avis, j'ai autant d'utérus que vous",gender,7390
"messieurs, si votre femme grossit énormément et refuse de se mettre au sport, la quittez-vous ?",gender,7405
"plus elle a connu d’hommes, moins ses yeux brillent et s’émerveillent du monde. ils ont perdu leur étincelle.",gender,7426
"les transgenristes-queers-féministes intersectionelles- gauchistes du wokistan- trucmuche chose- n’ont pas l’air d’avoir très bien saisi ma psychologie. ils pensent que plus ils vont hurler, me harceler, me menacer, me canceller, plus je risque de finir par me taire. c’est tout…",gender,7451
"pour la porte-parole du , s'inquiéter de l'absence de mère relèverait donc de l'homophobie. quitte à justifier une pratique inhumaine où la mère est invisibilisée et l'enfant, objet d'un contrat ! où sont les féministes ?",gender,7453
"rachida dati préfère les femmes à l'usine, payées au smic pour emballer du saumon toute la journée.",gender,7502
"si les organes sexuels ne définissent pas le genre, en quoi les transexuels ont-ils besoin de se les mutiler pour s’affirmer dans leur nouvelle identité ? complètement malades.",gender,7532
"il faut dire que la femme du rédacteur en chef adjoint du monde , qui exalte le 7 octobre, vient de récidiver en traitant à nouveau « d’aram de service » . le couple est harmonieux tandis que le monde sombre.",gender,7535
"on naît femme, on ne le devient pas | le journal de montréal",gender,7561
"la virginité féminine est un cadeau, la virginité masculine est un boulet. je ne fais pas les règles.",gender,7575
"""selon bumble, 91 % des femmes préfèrent la nouvelle fonctionnalité où elles n’ont pas à faire le premier pas...""",gender,7600
garçon de bain…..renflement brun…. bruno essaye de nous dire quelque chose mais quoi ?,gender,7608
"si elle vous aime vraiment, elle :backhand_index_pointing_down_light_skin_tone: - mettra son instagram en privé - instaurera de la distance avec ses « amis » masculins - ne postera pas de photo en maillot de bain sur les réseaux sociaux. si vous avez besoin de lui demander pour qu’elle le fasse… partez ! :man_gesturing_no_light_skin_tone::cross_mark:",gender,7649
"ces femmes vivent leur consécration au cœur du monde. longtemps mal comprise, leur vocation ressurgit comme un signe des temps.",gender,7698
"voyez-la comme une fille banale. à contrario si vous la traitez comme spéciale et unique, elle se désintéressera de vous, car cela traduit que vous avez peu d'options. et quelle femme désirerait un homme que les autres femmes ne regardent pas ?",gender,7705
"plus que gênante, cette femme est douloureuse à voir et à entendre. ils ne sont même plus capables de nous fabriquer des escrocs un brin talentueux et crédibles dans leur rôle.",gender,7717
"pourquoi diable devrions-nous confier la flamme olympique à un homme qui imite vulgairement la femme ? la misogynie queer est en roue libre, avec la bénédiction de la mairie de paris. (bien sûr, il existe des drag queens qui éblouissent par leur talent en maquillage, mais…",gender,7731
"cette journée du 8 mars nous rappelle que les droits des femmes que l’on croyait définitivement acquis sont chaque jour remis en cause. face à l’avancée du multiculturalisme qui attente à leurs libertés, nous devons réimposer partout et à tous nos valeurs de civilisation.",gender,7832
ia: les hommes sont-ils en passe de devenir… obsolètes?,gender,7925
"[l'invitée] « la sororité n'existe pas entre les femmes politiques » - par christinekelly dans son dernier livre, à travers 30 portraits, christine kelly se demande ce qui caractérise une femme politique.",gender,7990
c’est une (mauvaise) plaisanterie ?,gender,8030
"la gay pride de maspalomas a tourné à l'orgie dans les jardins publics, suscitant l'indignation des riverains et des parents qui ont amené leurs enfants pour les sensibiliser contre l'homophobie : alors que les associations lgbt sont censées combattre",gender,8107
"une militante féministe choquée par la présence de scouts à la gare montparnasse - par arnaud florac pélerinagedechartres scouts montparnasse révulsez-vous devant la croix, mais n'oubliez pas de rompre le jeûne du ramadan. la gauche ne déçoit jamais...",gender,8129
"témoignage rare &amp; poignant d’alexandra, une personne dite intersexe qui s’exprime sans tabous sur : :minus: son parcours de vie ; :minus: sa pathologie ; :minus: son anatomie ; :minus: la réalité de la vaginoplastie ; :minus: les assos trans qui délirent. l’avant-premiere ici :backhand_index_pointing_right:",gender,8140
"let's go! dans la continuité de notre livre transmania, avec , nous lançons sur notre chaîne youtube femelliste, une émission de discours dissidents sur les questions de genre. nous avons donné la parole à une dizaine de personnes dont vous n'entendez jamais la…",gender,8210
"on parle sans arrêt des droits des femmes, mais quand se mettra-t-on à parler de leurs devoirs ? journeedesdroitsdesfemmes",gender,8211
la séquence vaut le détour ! c’est tellement nul que c’est drôle…,gender,8304
le patriarcat d’autrefois se justifiait en partie pour des raisons de division du travail et en grande partie à cause de l’obligation pour les femmes de se mettre sous la protection d’hommes pour éviter la prédation… d’autres hommes. que les jeunes filles ne puissent plus «,gender,8336
quel regard sur femmes politiques dans le monde? à suivre dans un instant 10h30 sur ⁦⁩ avec valérie tibet :party_popper:,gender,8338
faut-il censurer ceux qui soutiennent qu’un homme ne sera jamais une femme? | jdm,gender,8357
"« droits des femmes » par ci, « droits des femmes » par là… bla-bla-bla. j’en ai ma claque des droits des femmes. il n’y a pas de droits sans devoirs. quand est-ce qu’on va enfin se mettre à parler des devoirs des femmes ? bégaiements.",gender,8365
elle est quand même bizarre la gay pride cette année.,gender,8374
"mon édito d'hier soir sur la persécution politique des féministes ""de droite"".",gender,8402
"anne-cecile mailfert, présidente de la fondation des femmes : les femmes qui votent à droite ""préfèrent les violences qui leurs sont familières au risque de celles qui leurs sont étrangères""",gender,8422
"pr. rené frydman, gynécologue et pionnier du 1er ""bébé éprouvette"" : ""je suis contre la gpa, qui est toujours une commercialisation du corps d'une femme."" a l'heure où certains aimeraient relancer le débat, posons de vrais interdits : la gpa c'est non !",gender,8446
révolution woke à cannes : le prix d'interprétation féminine récompense un transgenre ! - par anna morel festivaldecannes karlasofiagascon le groupe rn de la région ile-de-france avait tenté d'annuler les subventions accordées à ce long-métrage.,gender,8452
un peu d’humour dans ce monde de planqués…,gender,8488
"prudente, sandrine rousseau conseille à valérie hayer de faire des selfies avec les fafs seulement 364 jours par an",gender,8494
"mathilde panot restera dans l’histoire auprès des grandes figures féminines qui ont sauvé notre pays : - geneviève a étendu les mains et a fait reculer attila et les huns. - la reine mathilde, d’une main agile, a tissé la tapisserie de bayeux. - jeanne d’arc nous a sauvés des",gender,8500
la vie des mamans solo ce soir 23h10 sur,gender,8540
"quelle réaction de bonne femme ! (je dis ça pour éviter ""l'outrage sexiste"")",gender,8578
transmania sur le daily wire,gender,8581
"faut-il s'attendre au même bordel que devant science po mais cette fois ci devant assas, version trans-queer-néoféministe? omg, i can't wait!",gender,8587
"ludo sur objectif gard : ""etre homme ou femme, c'est être différent l'un de l'autre. cette différence est une richesse extraordinaire qui apporte une complémentarité et qui permet de donner la vie.""",gender,8607
":television:[ lsf sur ] comment peut on parler de lutter contre les violences faites aux femmes, et quelques minutes plus tard, promouvoir une pratique qui les exploite et les invisibilise ? gpa",gender,8621
"elire un homme comme plus belle femme, fallait oser ! l'idéologie, ça ose tout... la scandaleuse idéologie trans gagnante du concours. les femmes grandes perdantes, toujours plus invisibilisées.",gender,8721
"donc maintenant être un homme qui se respecte c’est être misogyne :face_with_tears_of_joy: cette vidéo illustre simplement ce que je dis depuis le début : le bodycount n’est pas un critère pour juger qu’un homme est de valeur, tandis qu’il en est un pour les femmes.",gender,8730
"""entrer ainsi dans le jeu masculin ne sert qu’à diviser les femmes entre elles et par là même à les inféoder davantage à la mâle férule...""",gender,8832
"y a un truc que je pige pas on dit que mariage pour tous, pma, gpa… doivent être légalisés car l’essentiel c’est l’amour. bien. alors pourquoi ne pas légaliser la polygamie ou, de manière plus générale, les trouples, qui, eux aussi, disent que l’essentiel c’est l’amour ?",gender,8847
"une femme ne souhaite pas que son homme désire d’autres femmes, mais une femme veut être en couple avec un homme que les autres femmes désirent.",gender,8852
"""allez, sors de là !"" le garçon s'échappe du manteau de son père dans un éclat de rire général. deux paires de jambes pour un seul homme, il y avait en effet quelque chose de bancal. de l'autre côté de la rue, un monsieur en tenue de ville court avec son chien, baguette et",gender,8887
vous ne croyez pas que votre fils est trans? on vous enverra peut-être en prison | jdm,gender,8942
"si vous souhaitez être désirable à ses yeux, montrez-lui que vous n'avez pas besoin d'elle pour être heureux.",gender,8949
"notre conception de l'homme n'est pas celle d'un homme interchangeable, « déménageable » en fonction des besoins économiques, mais celle d'un homme qui s’inscrit dans une somme de filiations et de fidélités qu’on appelle sa culture et son histoire. egi vivementle9juin",gender,8951
":sports_medal:d'après vous, les blagues les plus drôles sont les blagues:",gender,8980
"""ouais c'est sympa mais vous trouvez quand même pas qu'il y a une drôle d'odeur ?""",gender,8983
ia: les hommes sont-ils en passe de devenir… obsolètes?,gender,9030
"nord. une candidate ""féministe"" se présente au nom des valeurs du ""front populaire"" contre a. quatennens (màj. il renonce à sa candidature)",gender,9072
"la ""dépsychiatrisation"" est une de leurs revendications. quelque chose me dit que ça va prendre un peu de temps. transmania",gender,9077
"""ils n'existent qu'en fonction du groupe, et ça c'est très grave."" quand c'est alexandra, personne intersexe, qui remet la communauté transgenriste à sa place. l'entretien complet ici :right_arrow:",gender,9141
"merci à pour le coup de pub pour le livre et de faire la porte parole :parrot: du service public et de l’arcom … sur un ton de menace. :face_screaming_in_fear: sorry enora, mais le vrai féminisme c’est nous et les milliers de femmes avec nous ! ( dit avec la même panache que ce cher…",gender,9153
les hommes dont elle se plaint sont ceux-là même qui correspondent à ce qu'elle désire au fond d'elle-même.,gender,9177
":red_circle: législatives : adrien quatennens appelle les « féministes » à soutenir sa candidature, les critiques fusent :right_arrow_curving_down:",gender,9246
"on ne demande jamais à une femme son… c’est la question qui scandalise les féministes. :anger_symbol: mais s’ils ne se la posent pas, les hommes risquent gros :game_die: quelle est cette question et pourquoi la poser ? réponse dans ma dernière vidéo :right_arrow_curving_down:",gender,9309
"le dicastère pour la doctrine de la foi a publié le 8 avril dignitas infinita, un document qui liste les « violations graves à la dignité humaine », comme la gpa ou le changement de sexe, en rappelant la position de l'eglise sur ces phénomènes récents.",gender,9363
la tromperie masculine est évidemment dommageable et immorale mais elle reste toujours moins grave que la tromperie féminine.,gender,9398
"en cette journée si particulière qui célèbre les droits des femmes dans le monde entier, j'ai souhaité rendre hommage à toutes les femmes en offrant une rose aux agents de la collectivité et aux femmes présentes sur notre marché hebdomadaire. journeedesdroitsdesfemmes",gender,9421
l’association sos homophobie menace de porter plainte contre toute femme qui dit qu’une femme trans est un homme. cette asso reçoit des subventions publiques et les utilisent donc pour menacer des femmes qui décrivent de façon factuelle la réalité biologique. ça suffit de…,gender,9423
"quels sont les avantages qu’un homme peut-il tirer du mariage à notre époque, qu'il ne pourrait pas obtenir en dehors du mariage par rapport à un simple concubinage ? vraie question.",gender,9456
"législatives : andy kerbra, député lfi sortant, annonce que le programme du front populaire intégrera le changement de sexe à l'état civil, sur simple déclaration en mairie, et sans avis médical",gender,9457
nostalgie douce en ce jour de fête des mères :folded_hands:,gender,9464
la journaliste des invente des citations qui ne figurent absolument pas dans notre livre. toujours très créatif les mauvais journalistes! plus malhonnête tu meurs. cette phrase ne figure pas dans transmania : “les hommes trans sont des lesbiennes qui…,gender,9469
"communiqué &gt; a l’occasion de la journeeinternationaledesdroitsdesfemmes, le syndicat de la famille célèbre la femme et affiche le slogan : « on naît femme… et on le devient », détournant avec humour la célèbre formule de simone de beauvoir. 8mars2024",gender,9541
":red_heart:ce samedi 11 mai, j’emmène 200 parents solo à ⁦⁩ merci à ⁦⁩ pour sa fidélité! les enfants sont déjà si heureux:party_popper: :red_heart:ce dimanche 12 mai rdv à 23h10 sur ⁦⁩ mon documentaire sur les parents solo avec le réalisateur françois barré",gender,9546
"hé oui , c’est bien connu ! les femmes n’ont jamais été aussi attirantes et fiables que depuis que leur bodycount a explosé ! toutes ces théories « masculinistes » sont vraiment déconnectées de toute réalité sociologique…",gender,9575
"'il est inconscient et égoïste d'accepter la pma pour les personnes transgenres à grande échelle sans mener en amont des études sérieuses sur les enfants nés d'hommes trans."" il est urgent de s'inquiéter de l'intérêt supérieur de l'enfant.",gender,9617
la candidate frontpopulaire- lfi amal bentounsi aurait déclaré : «on ne peut pas reprocher à un croyant d'être homophobe si sa religion le lui commande.» quelle honte ! :face_vomiting::face_vomiting:homophobie,gender,9658
