Document,Topic,pos dataset 10K (starting from 0)
":television: j. bardella : « quand on est multimillionnaire, qu’on a la chance de se balader en jet-privé, je suis un peu gêné de voir ces sportifs donner des leçons à des gens qui gagnent 1400 € par mois, qui n’arrivent plus à boucler les fins de mois, ne se sentent plus en sécurité »",Science,5463
vers un grand remplacement cognitif?,Science,5473
"« on a des élèves qui savent ce qu'est l'homophobie ou le sexisme mais qui sont incapables de construire une phrase et qui ne savent pas qui est louis xiv. lutter contre les discriminations, c'est bien mais l'école est d'abord là pour apprendre à lire, à écrire et à compter !»",Science,5574
on en reparlera quand il faudra porter quelque chose de lourd,Science,5579
:basketball: ce soir à beaupuy pour soutenir l’équipe du bbm lors de son match contre les jsa de bordeaux. une belle rencontre en perspective !,Science,5621
ce que chaque sportif français devrait déclarer avant de retourner faire du sport,Science,5645
"ian plimer, géologue : ""dans le passé, le taux de dioxyde de carbone était beaucoup plus élevé qu'aujourd'hui. nous sommes actuellement à 0,04 %. pendant la majeure partie des temps géologiques, il était d'environ 20 %."" ""et pendant cette période géologique où le taux de…",Science,5664
en direct sur dans l’heure des pros chez à 9h aujourd’hui !,Science,5665
"profitant de la polémique contre la ministre de l'éducation nationale, des responsables politiques et des syndicats d'enseignants ont affirmé que l'établissement stanislas ne respectait pas ""les valeurs de la république"".",Science,5715
"ce rapport parlementaire sur l'enseignement privé est dans l'air du temps : remplacer la politique par l'idéologie, et déplacer les problèmes. la france en crève, et l'intérêt premier des français oublié. hors sujet ! rapportvannier",Science,5779
"les aurores boréales, un rappel de la vulnérabilité de notre mode de vie face aux tempêtes magnétiques : selon , notre mode de vie actuel n’est pas soutenable à moyen terme en raison de ces risques magnétiques.",Science,5791
"le plus drôle dans le discours de macron à la sorbonne ce jour est la toute fin quand il ose se déclarer en faveur de « la science libre » ! …la « science libre », vraiment ? pile au moment où son gouvernement a fait voter l’article 4 de la loi dite sur les dérives sectaires…",Science,5810
flamme olympique : la mairie de paris a choisi son champion,Science,5835
"début d'incendie au château de versailles (màj : ""rapidement maîtrisé"" annonce le compte officiel du château)",Science,5901
"""en appeler à la libre créativité d'enseignants recrutés à partir de 4/20 aux concours de recrutement dans certaines académies a de quoi faire craindre le pire."" par",Science,5949
excellente semaine à tous :sun::sun::sun: vivement le 30 juin :call_me_hand_light_skin_tone::call_me_hand_light_skin_tone::call_me_hand_light_skin_tone:,Science,5965
dolfy et les cafards,Science,5969
"voilà le résultat quand on nomme des idéologues à l'education nationale depuis tant d'années. une solution : libérer du temps pour apprendre, en dégageant pédagogisme, théorie du genre, hypersexualisation et autres idéologies malsaines hors de l'école.",Science,5985
"[soutenez la recherche de la fondation jérôme lejeune] le saviez-vous?:thinking_face: il existe plus de 250 gènes responsables de la déficience intellectuelle. :microscope: parmi eux, 2 gènes sont surreprésentés chez les personnes porteuses de trisomie 21.:magnifying_glass_tilted_right: aujourd'hui, nous vous présentons cbs.:bar_chart:…",Science,5990
"[point de vue] l'art contemporain préservé du vandalisme vert : bizarre... - par isabelle marchandier mais le plus fascinant dans tout ça, c’est l’apathie du public face à ces tentatives de dégradation.",Science,6033
". a adopté le projet de règlement sur ""les normes de qualité et de sécurité des substances d’origine humaine destinées à une application humaine ». sur 624 votants, 52 ont voté contre le trafic d’embryons et de gamètes, 89 se sont abstenus. votes nominatifs à venir.",Science,6034
"les vestiges de persépolis, ici vers 1923, sont si admirables qu’ils ratifient pour l’éternité cette vérité énoncée par l’archéologue français d’origine ukrainienne roman ghirshman : « jamais dans l’antiquité, l’art n’avait fait preuve d’une telle audace.»",Science,6067
"aujourd'hui, la maladie d'alzheimer est la principale cause de mortalité des personnes avec une trisomie 21. des traitements prometteurs testés en population générale arrivent sur le marché aux etats-unis. l'institut et la fondation jérôme lejeune mettent tout en œuvre pour que…",Science,6110
"a tout à l’heure, dès 8h10 pour lagrandeitw",Science,6129
:classical_building::france: ce soir à la présidence de la séance publique de l’assemblée nationale où se tient notamment le débat sur les prix payés aux producteurs par les entreprises de transformation et de distribution alimentaires. directan,Science,6152
"l'homme le plus détestable de france, carrément :sports_medal:",Science,6194
a tout à l’heure dès 8h10 pour lagrandeitw,Science,6235
combien en faudra-t-il encore ?,Science,6322
jeux olympiques : la sécurité est-elle assurée ?,Science,6369
communiqué &gt; l’adoption par les sénateurs de la proposition de loi eustachebrinio est une avancée sociale importante pour préserver les adolescents des risques de traitements hormonaux et médicaux qui seraient indûment prescrits.,Science,6390
la journée mondiale de la sclérose en plaques qui a lieu aujourd'hui rappelle à quel point la question du handicap est un thème essentiel de tout projet de société. découvrez le projet de debout la france pour les personnes en situation de handicap :,Science,6441
en direct :fire::fire::fire:,Science,6476
"«et maintenant le “confinement olympique!”: jo 2024, cet été radieux qui attend paris». la réalité est en train de dépasser la satire...",Science,6481
"philippe guibert : «comment imaginer que des joueurs de l'équipe de france, qui sont sous le feu des projecteurs, ne donnent pas leur opinion ?», dans hdpros",Science,6505
"c’est quand même un brin faux-cul de demander l’exclusion d’un pays des jeux olympiques….et puis, après, de souhaiter qu’il respecte la ""trêve olympique"". c’est vrai qu’avec macron c’est le ""en même temps"" et ""le tout et son contraire"". comme d’hab !",Science,6537
hier soir avec aux côtés du stade beaucairois football club pour son dernier match de la saison (face à cagnes-le-cros). échanges avec les dirigeants du club et les joueurs et notamment l’excellent gardien. :thumbs_up_light_skin_tone:,Science,6569
"l’école, affaiblie et désintégrée depuis 50 ans, est la cible des frères musulmans. on a descendu 3 marches : - en mai 68, le professeur est tombé de l’estrade : il a perdu son magistère. - valéry giscard d'estaing, avec le collège unique, a mis à mal la méritocratie. - la fin",Science,6574
"les curés de franco ont au moins produit un génie comme pedro almodóvar. nos daniel cohn-bendit et autre , n’ont produit que le néant, c’est-à-dire .",Science,6606
":red_circle: face aux défis immenses auxquels l’éducation nationale doit faire face, c’est un très mauvais signal envoyé au corps enseignant ainsi qu’aux élèves de combiner ce ministère avec celui du sport. :right_arrow_curving_down:",Science,6630
"cette polémique sur le lieu de scolarisation des enfants d'amélie oudeacastera est aussi indigne que stupide. qu'on cesse de stigmatiser les élèves scolarisés dans le privé et qu'on savoure plutôt son absence de langue de bois. pour ma part, je la jugerai sur ses résultats !",Science,6641
"disons qu'elle est très solaire, géométriquement parlant.",Science,6644
comme si on avait pas un été assez pourrie comme ça! on y arrivera jamais à cet été 2024!,Science,6648
gérald darmanin affirme que «tout est prêt» concernant l'organisation des jeux olympiques de paris dans hdpros,Science,6656
"début d'incendie au château de versailles, faut espérer qu' apathie a un alibi ...",Science,6684
y a que moi?:sports_medal:,Science,6688
la «fierté française» qui emplit les discours des jeux olympiques est un leurre,Science,6710
a midi midinews - flammeolympique e.macron met en avant la fierté. mais de quoi sommes-nous encore fier de nos jours ? - rappeur jul la surprise! - rimahassan la polémique permanente. - sciencespo rassemblements stop? - freresmusulmans la stratégie d’infiltration,Science,6742
"explosion à paris rue saintjacques. courage aux pompiers, en espérant qu’il n’y ait pas de victimes. en union de prière avec toutes les personnes concernées.",Science,6751
"artiste incroyable, 100 % sunrise :sun:",Science,6762
libé ils ont besoin d’études scientifiques pour se convaincre des bienfaits de la respiration,Science,6766
"en effet, ce qui prouve que nous sommes loin de la loi veil qui faisait de l’avortement un dernier recours. ceux qui invoquent cette loi en bafouent l’esprit. il faudrait rediscuter, au nom même de cette loi. hélas, c’est justement ce que la constitutionnalisation empêche...",Science,6794
alsace : 60 à 70% des cigogneaux n’ont pas survécu dans leurs nids à la suite des intempéries,Science,6806
":ring::sake: les jeux olympiques et paralympiques dans le nord de l’yonne, ce n’est pas seulement du sport ! à l’occasion de la journée olympique organisée par la , les artisans et producteurs locaux, ainsi que leurs produits et créations, sont aussi à l’honneur !",Science,6847
a tout à l’heure dès 8h10 pour lagrandeitw,Science,6866
manipulation des embryons en laboratoire : les tribunaux donnent raison à la fondation :dna: la fondation jérôme lejeune obtient gain de cause dans un recours mettant en cause la recherche sur l’embryon humain. &gt; a lire sur embryon juridique,Science,6882
"à ce niveau là d’aveuglement et de déni, cela ne relève plus de la politique ou de la finance, mais de la médecine",Science,6948
"ah ben normal, s'ils gagnent on allume des feux de forêt, on verse du gasoil dans l'évier, on crame nos déchets, on empoisonne les bêtes, on laisse les robinets ouverts et les lampes allumées. c'est ça le vrai projet, tout le reste est secondaire.",Science,6956
"l'autoconservation des ovocytes n'est évidemment pas la solution miracle présentée par . les médecins le disent : ""rien ne prouve qu’aujourd’hui, même si on est très compétentes, qu’avec ces gamètes, on arrive à faire des embryons.""",Science,7003
"[animaux] un requin dans la seine… et quelques remous - par samuel martin requin souslaseine pas sûr qu'anne hidalgo apprécie son personnage, presque plus effrayant que le requin lui-même.",Science,7020
"[une prof en france] tablettes à l'école : on les croyait enterrées... - par virginie fontcalel écolenumérique pourquoi en ce moment, dans presque tous les domaines, fait-on systématiquement le mauvais choix ?",Science,7050
solstice d'été 2024 : quel est-ce phénomène qui aura lieu ce 20 juin ?,Science,7067
":studio_microphone: natalité, avortement, euthanasie, gpa, ludo fait un point de situation des positions d' et de son ""nouveau"" . et sans surprise, les mesures et projets annoncés ne vont pas dans le bon sens.",Science,7201
"je participe, ce matin, à la fête du sport organisée par la ville d'hénin-beaumont. durant toute la journée, venez vous essayer aux différentes disciplines sportives enseignées dans notre ville !",Science,7266
"colombe, symbole d’une france méprisée, obtient un large soutien - par colombe derrière la polémique avec les restos du cœur, un témoignage : celui d'une france méprisée qui n'y arrive plus.",Science,7286
un peu tôt pour la série d’été ?!,Science,7395
"[entretien] : ""avant, le public de roland-garros était trop gentil"" jeune retraité des courts, l’ancien numéro 6 mondial porte un regard acéré sur l’édition 2024 des internationaux de france de tennis. :link: entretien jdd :",Science,7396
:egg:à damazan pour visiter le site de l’entreprise l’oeufgascon qui conditionne 330 millions d’œufs par an ce qui représente 1/4 des oeufs consommés en nouvelle-aquitaine.,Science,7485
"“préférence nationale”, ce pléonasme, n’est pas “un élément de langage emblématique du front national”. c’est le fondement de toute citoyenneté. sans préférence nationale pas d’état, pas de nation, pas de constitution.",Science,7506
"emmanuel macron : « je compte sur le real madrid pour libérer kylian pour les jeux olympiques, qu'il puisse venir jouer avec l'équipe de france ». doit-on rappeler au chef de l’état qu’il n’est ni la nounou ni l’agent sportif des footballeurs français ?",Science,7559
"""réforme du choc des savoirs"" : l’école publique française en danger ! cette réforme cache en réalité une volonté de supprimer 600 millions d’euros dans le budget de l’éducation. selon , les collèges ont déjà subi des suppressions de postes et",Science,7566
"évidemment, la veule instruction publique défend cette sottise funeste on ne résiste pas à l’´inclusion’, concept captieux suscitant l’adhésion aveugle des simplets et des hypocrites",Science,7603
"jordan bardella : «je suis un peu gêné de voir ces sportifs qui gagnent beaucoup d’argent, donner des leçons à des gens qui n’arrivent plus à boucler les fins de mois», dans lagrandeinterview",Science,7612
"à faire circuler partout pour alerter !c’était « complotiste » la société de surveillance par reconnaissance faciale paraît-il ! :right_arrow: regardez ce reportage édifiant ! tout est prêt ! même bfm est obligée d’en parler, c’est dire… la première étape en france : la loi olympique qui…",Science,7669
"ici, les clochers ont atteint le toit du monde depuis trois siècles. des croix s'élèvent sur le bord des routes. les vallons laissent parfois apparaître une petite ferme enfoncée dans un écrin de végétation. ces chemins de fer, ces troupeaux de bovins, ces hameaux, ces",Science,7722
"portée par la droite, une proposition de loi visant à interdire la prescription d'hormones croisées et la réalisation de chirurgies de réassignation pour les moins de 18 ans a été adoptée le 28 mai au soir. une mesure de « prudence et de précaution ».",Science,7737
bon triduum ! nous nous retrouvons après le week-end pascal :sunrise:,Science,7744
la nouvelle saison de peaky blinders est désormais disponible.,Science,7776
seulement la faune sauvage ?,Science,7802
"mdr les allemands. en roumanie, l'été on met la clim à 19 et l'hiver le chauffage à 24. personne ne se pose de questions.",Science,7820
je recommande la lecture de cet article qui montre la lâche trahison des petits clercs des grandes écoles dirigées par de vilains nains .,Science,7823
"jeux olympiques : comment acheter le passe paris 2024, pour se déplacer dans les transports ?",Science,7887
"a tout à l’heure à partir de 8h10 pour lagrandeitw. dans un contexte de guerre et de grandes tensions, notre invité : le patron de dassault aviation et donc du rafale, éric trappier. lagrandeitw",Science,7906
very sad that it had to come to such abyss to understand the need for a reboot of higher education institutions’ take on democracy. worldwide! and i agree today “antisemitism is the canary in the coal mine who dies as the light of democracy is at risk of being snuffed out”.,Science,7920
:fire:la flamme olympique : symbole de paix ou héritage ambigu du iiiᵉ reich ? son histoire est loin d'être aussi limpide que la lumière qu'elle dégage ! jo2024 flammeolympique,Science,7927
var : le premier gros incendie de la saison embrase 600 hectares de forêt,Science,7948
a tout à l’heure legrandrdv,Science,7960
"[cinema] le tableau volé, les rouages du marché de l’art dévoilés - par pierre marcellesi letableauvolé inspiré d’une histoire vraie du début des années 2000, « le tableau volé » explore les coulisses du marché de l'art.",Science,7995
"jean-pierre pasqualini revient sur la popularité de françoise hardy : ""lors de son concert à bercy, bob dylan ne voulait pas remonter sur scène si françoise hardy ne venait pas lui dire bonjour""",Science,8065
"[satire a vue] pour libé, le prof de gauche serait en voie d'extinction - par professeurs européennes2024 c'est affreux. le denier bastion de la gauche est en voie d'effondrement.",Science,8091
"transactivisme &gt; ""les risques sont importants et comprennent la stérilité, la dépendance à vie aux médicaments et l’angoisse du regret."" en l’absence de consensus scientifique, cette tribune de médecins appelle à la prudence et à l'humilité.",Science,8109
"jeux olympiques, accusations de misogynie... diane de navacelle de coubertin s'exprime sur l'héritage de son aïeul",Science,8163
[point de vue] l’écologie politique est morte. vive l’écologie... réaliste ! - par philippe charlez écologie la droite a une occasion inespérée de se saisir du sujet pour imposer un changement total de logiciel,Science,8169
:france: très heureuse d’aller à la rencontre des adhérents du à l’occasion de notre réunion publique à virychâtillon le 28 février prochain. vivementle9juin,Science,8219
à vendredi les gones :fire:,Science,8226
"le tribunal administratif condamne les statuts de l'université de grenoble rédigés en écriture dite ""inclusive"". une claque de plus pour le ""langage"" promu par le féminisme woke et les études de genre !",Science,8260
la migration des insectes : un spectacle naturel méconnu l'article en entier :,Science,8285
"emmanuel macron : « je compte sur le real madrid pour libérer kylian pour les jeux olympiques, qu'il puisse venir jouer avec l'équipe de france ». doit-on rappeler au chef de l’état qu’il n’est ni la nounou ni l’agent sportif des footballeurs français ?",Science,8289
"l’académie pontificale pour la vie a estimé, le 4 mars, alors que le congrès vote l'inscrption de l'avortement dans la constitution française, qu'il ne pouvait pas « y avoir ""droit"" à supprimer une vie humaine ».",Science,8345
"educationnationale retour sur la polémique ayant touché mme oudéa-castéra, ministre de l’éducation nationale et mère de trois enfants, tous scolarisés à stanislas.",Science,8385
découverte fondamentale : on vient d’isoler scientifiquement 32% de déficients mentaux.,Science,8404
la vie est misogyne :sports_medal:,Science,8483
[le croc d’ixène] la nouvelle-calédonie s'embrase - par ixene nouvellecalédonie,Science,8486
"l’homme n’est pas le problème, il est la solution face au défi environnemental. nous sommes encore une civilisation du génie et de l’innovation. votezmarion",Science,8516
"il y a trop d'étudiants. une société saine produit davantage d'artisans, de paysans, d'ouvriers et d'ingénieurs hautement qualifiés. :keycap_1:apprentissage dès la 5e, valorisation du manuel. :keycap_2:épreuve éliminatoire à l'entrée à l'université. :keycap_3:élimination des bourdieuseries. etudiants",Science,8530
"pour 4 départements sur 10, la flamme olympique est un luxe qu’ils ne se permettent pas - par samuel martin jo2024 la journée à 180.000 euros, si ce n'est 4 fois plus ? la flamme olympique est un luxe injustifié pour les départements.",Science,8544
gabriel yared au jdd : “françoise hardy ne mentait pas”,Science,8577
"le constat alarmant de romain vignest : l’école en déroute, vers une génération sacrifiée ? il est urgent de redonner à l’école sa mission fondamentale : transmettre des connaissances solides et structurées, pour former des citoyens éclairés et libres de",Science,8638
"ivg à gogo d’un côté, tsunamigration de l’autre… en cette période commémorative de la « victoire des démocraties », et du départ de la flamme olympique, c’est le cynisme qui a obtenu la médaille d’or :right_arrow_curving_down:",Science,8644
"l’inclusion des personnes porteuses de trisomie 21 dans la société commence par leur droit de bénéficier des meilleurs soins médicaux possibles, comme n’importe quel individu. :stethoscope: fondationlejeune trisomie21 unitednations nationsunies downsyndromeinternational",Science,8659
"cejourlà / la tombe du roi childéric 1er (père de clovis) fut découverte en 1653, près de tournai, dans l'actuelle belgique. je vous raconte cela… :coin:le trésor de childéric 1er : :red_circle:voir l'émission complète : :selfie:tiktok :",Science,8670
"les urgences ferment, les hôpitaux étouffent, le système de santé craque, les personnels de santé sont à bout mais , on s’en fiche, la priorité est de l’argent pour l’ivg et pour l’inscription de l’avortement dans la constitution. ce « droit » n’est remis en question par personne",Science,8695
:classical_building::france: ce soir à la présidence de la séance de l’assembléenationale à l’occasion de la suite des débats sur la rénovation de l’habitat dégradé. directan,Science,8718
jeudi sur à midi je reçois marc doyer après sa rocambolesque “garde à vue” commencée à 6h du matin et terminée quelques heures plus tard par un classement sans suite…,Science,8752
"aveuglé par l’idéologie wokisto-progressiste, continue le travail de destruction de l’école avec zèle. ""plutôt que de lancer une campagne contre l’illettrisme (...), le ministre promeut l’idéologie du genre et soutient le prosélytisme trans.""",Science,8754
bravo à qui a porté admirablement nos couleurs et qui est arrivé 4e à l'eurovision2024. :clapping_hands::france:,Science,8763
sinon on nous informe que les joueurs du club de rugby de béziers auraient eu un comportement dingue dans l’hôtel ( une plainte aurait été déposée par le gérant ) qui les logeait à côté de lors des demis-finale de pro d2 .,Science,8805
"« quel employeur voudra désormais recruter des étudiants de sciencespo ? ceux qui ont bloqué le campus ont malmené la liberté d'étudier, la liberté académique et la liberté journalistique. en outre, ils utilisent des concepts comme “génocide” qu'ils ne maîtrisent même pas !»",Science,8862
"aujourd’hui, les élèves sont éduqués à «l’écocitoyenneté» et aux enjeux de «la transition écologique», mais ne savent plus lire, écrire et compter. pour ceux qui pensent que j’exagère, rappelons que plus d’un enfant de quatrième sur deux ne lit pas correctement. mon édito dans…",Science,8945
ils plantent comme ils respirent,Science,8965
le vrai fond de la polémique déclenchée par mme oueda-castera c’est que l’education nationale est dirigée par quelqu’un qui ne croit même pas en son propre ministère ! passons le fait qu’elle dézingue au passage sans le vouloir l’action de son prédécesseur : gabriel attal !,Science,9001
":fire::zany_face:baptiste, le « pas net » porteur de la flamme olympique : la dernière trouvaille absurde des organisateurs des jo quand le buzz prend le pas sur le sérieux... et on en est qu'aux préparatifs ! southpark jo2024 baptiste",Science,9106
on a supprimé des espèces moins menaçantes physiquement... faudrait y songer:sports_medal:,Science,9121
"jules bastien-lepage, portrait du grand-père de l'artiste, 1874, huile sur toile (musée des beaux-arts jules chéret, nice).",Science,9190
"il faut comprendre qu’avec les techniques de dépistage/diagnostic de la trisomie 21 ultra précoce, inscrire l’ivg dans la constitution aboutira à constitutionnaliser l’eugénisme des personnes t21. la fondation lejeune ne se résoudra jamais à cette discrimination, véritable «…",Science,9234
"déclin scolaire : les élèves de cm2 font deux fois plus de fautes qu’il y a 34 ans ! :open_book: sur la même dictée, seuls 1,9% des élèves ont fait deux fautes ou moins en 2021, contre 12,9% en 1987...",Science,9258
mesmerising ball with based friends,Science,9329
dans le cou bien profond la panot .,Science,9335
l'homme expliqué aux femmes :sports_medal:,Science,9339
"""si nous disposions, pour la politique, d'un quotidien comme l'équipe pour le sport, elle bénéficierait de beaucoup d'étoiles. son transfert serait hors de prix !""",Science,9347
les tendances lunettes de soleil pour l’été 2024,Science,9350
"«petit traité du geste» ou comment le sport est plus que le sport. chaque geste sportif est aussi le reflet d’une époque, nous apprend thierry grillet...",Science,9357
":yellow_circle:bardet en jaune, à rimini, première étape du tour de france. enfin un sport européen qu'on peut savourer sans crainte : le courage, l'effort, les paysages, l'esprit d'équipe, tout y est ! bravo les champions :france::man_biking::italy:",Science,9393
"des étudiants de droite se font attaquer lors d'un tractage par des antifas à la fac de nanterre, un fief historique de l'ultra-gauche. un de ces étudiants devient des années plus tard candidat rn. voici comment bfm réécrit l'histoire pour le diaboliser.",Science,9394
"aujourd’hui, seuls 4% des personnes diagnostiquées trisomiques 21 avant la naissance voient le jour. :female_sign: en cette journée du 8 mars, n’oublions pas les droits de ces femmes trisomiques 21 :raised_fist:, victimes de discriminations et de violences. journéeinternationaledesdroitsdesfemmes…",Science,9455
je serai ce soir chez christine kelly à 19h pour évoquer mon enthousiasme de voir la france réaliser enfin ce grand rassemblement. rassemblementpourlavictoire dissolution,Science,9472
le torchon brûle entre rokhaya diallo et dominique sopo après que le président de sos racisme a relayé les révélations de fdesouche sur le candidat nouveaufrontpopulaire aly diouara,Science,9486
en direct :fire:,Science,9554
rdv dès 8h10 pour lagrandeitw sur,Science,9599
":fire::france: nouvellecalédonie : analyse d’une situation explosive, par et pierre boisguilbert.",Science,9609
"malgré un temps pluvieux, j’ai tenu à me rendre au vide-grenier de lapouyade, co-organisé par l’amicale des pompiers de la commune :fire_engine: .",Science,9629
:classical_building::france: en ce début de semaine à la présidence de la séance publique de l’assembléenationale pour le report du renouvellement général des membres du congrès et des assemblées de nouvelle-calédonie :new_caledonia:. directan,Science,9671
"marseille était magnifique ! merci aux organisateurs, aux agents et aux bénévoles. bravo aux marseillais ! rendez-vous demain, ce vendredi 10, en fin d’après-midi, pour le passage de la flamme olympique à toulon ! :yellow_heart::blue_heart:",Science,9813
